"entity_type","bundle","deleted","entity_id","revision_id","language","delta","field_featuredcontributor_nid"
"node","simplenews_issue","0","145","145","und","0","36"
"node","simplenews_issue","0","148","148","und","0","12"
"node","simplenews_issue","0","163","163","und","0","12"
"node","simplenews_issue","0","164","164","und","0","12"
"node","simplenews_issue","0","168","168","und","0","12"
"node","simplenews_issue","0","175","175","und","0","12"
